154,Wed Aug 18 19:49:38 2021,6114302,CAR,2,4737,PCED7EAFE,d A,9:4
155,Sun Aug 15 12:34:18 2021,8064123,CAR,2,4337,PCCF6A454,n A,2:3
156,Fri Aug  6 19:17:50 2021,538972,TRUCK,4,4507,PC11DCA73,i A,9:1
157,Fri Jul 30 13:58:53 2021,6869546,TRUCK,4,4092,PC40C2E00,i J,3:5
158,Mon Aug  2 16:00:33 2021,3766512,CAR,2,4269,PCC7106FF,n A,6:0
159,Fri Aug 20 21:45:41 2021,3528403,CAR,2,4610,PCA4D3E9B,i A,1:4
160,Fri Aug 20 04:59:50 2021,4380057,VAN,2,4980,PCBD5C822,i A,4:5
161,Sun Aug 15 00:36:59 2021,7876599,CAR,2,4295,PCD483999,n A,0:3
162,Fri Aug 13 00:25:06 2021,969619,CAR,2,4412,PC821BC98,i A,0:2
163,Fri Jul 30 13:42:03 2021,5763049,CAR,2,4364,PCB33ACE8,i J,3:4
164,Mon Aug 16 05:46:00 2021,6079402,TRUCK,4,4290,PC84E8CEF,n A,5:4
165,Sun Aug  1 22:59:23 2021,4832816,CAR,2,4264,PC9DFEBB0,n A,2:5
166,Fri Aug 20 12:19:46 2021,3518759,TRUCK,4,4412,PC821BC98,i A,2:1
167,Sat Jul 31 02:42:05 2021,4469770,TRUCK,4,4712,PC94168A2,t J,2:4
168,Fri Aug  6 11:25:34 2021,7942552,TRUCK,4,4603,PC485BE5B,i A,1:2
169,Tue Aug 17 21:17:32 2021,2493747,TRUCK,4,4180,PC250A90D,e A,1:1
170,Tue Aug  3 15:31:28 2021,8099060,CAR,2,4592,PC627AA14,e A,5:3
171,Fri Aug 20 22:50:25 2021,4492765,TRUCK,4,4008,PC5680D80,i A,2:5
172,Fri Aug  6 07:45:56 2021,5758058,CAR,2,4083,PC90346C9,i A,7:4
173,Thu Aug 19 00:24:55 2021,9496559,CAR,2,4573,PC4D8469D,u A,0:2
174,Fri Jul 30 02:24:22 2021,3174341,CAR,2,4642,PC17D596F,i J,2:2
175,Fri Aug 13 05:55:34 2021,3318165,CAR,2,4693,PCB4CDDA5,i A,5:5
176,Mon Aug  2 14:28:14 2021,7509515,TRUCK,4,4787,PC1BDA119,n A,4:2
177,Tue Aug  3 12:47:44 2021,367073,CAR,2,4989,PC7D7AE48,e A,2:4
178,Sun Aug  8 09:26:56 2021,8543348,TRUCK,4,4803,PC2BBEEDC,n A,9:2
179,Fri Aug 20 04:16:14 2021,4588656,CAR,2,4848,PCF0FC9B2,i A,4:1
180,Fri Aug 20 04:22:16 2021,9706662,CAR,2,4377,PC4AC8EAD,i A,4:2
181,Tue Aug 10 03:28:33 2021,3359010,CAR,2,4947,PCE4A44BE,e A,3:2
182,Wed Aug 18 11:24:47 2021,7639441,CAR,2,4439,PC845CEA6,d A,1:2
183,Tue Aug  3 08:52:25 2021,9449600,CAR,2,4346,PCA35B156,e A,8:5
184,Wed Aug 11 06:39:10 2021,7572233,CAR,2,4718,PC81E83B9,d A,6:3
185,Fri Aug 20 03:23:49 2021,7096671,TRUCK,4,4049,PC4779D38,i A,3:2
186,Fri Jul 30 23:54:00 2021,6218100,CAR,2,4579,PC926F0A9,i J,3:5
187,Wed Aug 11 07:11:55 2021,9500467,VAN,2,4985,PCCA71D2C,d A,7:1
188,Sun Aug 15 20:41:12 2021,2551672,TRUCK,4,4356,PCF1979AE,n A,0:4
189,Wed Aug 18 18:28:36 2021,4423795,CAR,2,4631,PCFFF6463,d A,8:2
190,Mon Aug  9 07:19:12 2021,1520424,CAR,2,4898,PC0AE9E1B,n A,7:1
191,Tue Aug 10 16:39:12 2021,5680437,CAR,2,4022,PCF135377,e A,6:3
192,Mon Aug  9 02:30:05 2021,1469208,VAN,2,4586,PC4A40D50,n A,2:3
193,Mon Aug  9 06:58:52 2021,9017449,CAR,2,4733,PC797AEBF,n A,6:5
194,Sat Aug  7 03:09:03 2021,9014873,TRUCK,4,4764,PCF6B0D12,t A,3:0
195,Sat Aug  7 21:03:28 2021,6849933,CAR,2,4466,PC6E93A05,t A,1:0
196,Sun Aug  1 00:29:43 2021,1907386,CAR,2,4158,PCAA68777,n A,0:2
197,Sun Aug  1 01:56:36 2021,5556619,TRUCK,4,4111,PC07F012A,n A,1:5
198,Tue Aug 17 00:22:53 2021,8724319,TRUCK,4,4591,PCC9875AC,e A,0:2
199,Mon Aug  9 08:24:12 2021,4066334,CAR,2,4015,PC524833E,n A,8:2
200,Sat Jul 31 19:46:31 2021,1208453,CAR,2,4420,PCFDB2950,t J,9:4
201,Fri Aug  6 18:13:51 2021,8705286,TRUCK,4,4924,PCE3427C5,i A,8:1
202,Thu Aug 12 00:17:15 2021,758555,CAR,2,4501,PC5D41947,u A,0:1
203,Tue Aug 10 22:07:00 2021,7388283,CAR,2,4026,PC2CE9851,e A,2:0
204,Sun Aug  8 07:16:20 2021,7589773,CAR,2,4280,PC03A5F23,n A,7:1
205,Wed Aug 18 08:29:07 2021,2316095,CAR,2,4953,PC1E2B07E,d A,8:2
206,Tue Aug 10 20:36:42 2021,1847455,VAN,2,4923,PC8A7A22A,e A,0:3
207,Fri Aug 13 05:36:53 2021,7707016,CAR,2,4283,PC953B572,i A,5:3
208,Sun Aug  1 04:10:44 2021,2616520,TRUCK,4,4899,PC4967767,n A,4:1
209,Sun Aug 15 11:41:43 2021,8332760,TRUCK,4,4560,PC5030572,n A,1:4
210,Mon Aug  9 05:19:02 2021,9677148,CAR,2,4037,PC0A50259,n A,5:1
211,Wed Aug  4 19:23:36 2021,2695699,CAR,2,4610,PCA4D3E9B,d A,9:2
212,Fri Aug 20 04:00:27 2021,1836057,CAR,2,4775,PCA50FB36,i A,4:0
213,Wed Aug 18 09:20:33 2021,7980271,TRUCK,4,4414,PC40BD0F3,d A,9:2
214,Sat Jul 31 01:41:58 2021,9166253,CAR,2,4915,PC86B0D7B,t J,1:4
215,Mon Aug  2 20:26:27 2021,5966610,CAR,2,4618,PC8F4AF85,n A,0:2
216,Tue Aug 10 14:11:13 2021,8273227,CAR,2,4909,PCDED6F20,e A,4:1
217,Tue Aug 17 11:21:41 2021,4772310,CAR,2,4497,PC76FDDEA,e A,1:2
218,Thu Aug 12 01:18:11 2021,401226,CAR,2,4401,PC0606D6A,u A,1:1
219,Mon Aug  2 22:30:06 2021,5259884,VAN,2,4284,PC0DB49FD,n A,2:3
220,Thu Aug 12 13:20:29 2021,4560546,CAR,2,4235,PCFB11406,u A,3:2
221,Fri Aug  6 23:10:56 2021,3679257,TRUCK,4,4482,PCB6A16D7,i A,3:1
222,Sun Aug  8 01:28:48 2021,5001460,CAR,2,4981,PC6B14C5D,n A,1:2
223,Thu Aug 12 14:26:03 2021,488809,CAR,2,4175,PC08EA270,u A,4:2
224,Sun Aug 15 16:57:15 2021,4435309,CAR,2,4188,PCDB12C82,n A,6:5
225,Fri Aug  6 17:35:18 2021,9206176,CAR,2,4015,PC524833E,i A,7:3
226,Sat Aug  7 03:08:44 2021,5665208,TRUCK,4,4230,PC19CE0DB,t A,3:0
227,Sun Aug  1 05:31:31 2021,3619766,CAR,2,4686,PCD6E5E77,n A,5:3
228,Wed Aug 18 09:22:29 2021,8195160,CAR,2,4123,PCDE850D8,d A,9:2
229,Wed Aug  4 05:40:04 2021,689804,TRUCK,4,4283,PC953B572,d A,5:4
230,Mon Aug 16 02:36:38 2021,7671204,CAR,2,4016,PCCD7399B,n A,2:3
231,Fri Aug  6 19:31:40 2021,7549660,TRUCK,4,4504,PC461DCD3,i A,9:3
232,Mon Aug  2 17:00:36 2021,6999001,CAR,2,4377,PC4AC8EAD,n A,7:0
233,Thu Aug 12 15:17:57 2021,3470780,TRUCK,4,4971,PC0BD172F,u A,5:1
234,Sat Aug  7 15:21:43 2021,3321932,CAR,2,4031,PC0214185,t A,5:2
235,Mon Aug  9 04:56:23 2021,2993477,TRUCK,4,4965,PCA0BAE0F,n A,4:5
236,Fri Aug 13 09:02:27 2021,7137012,CAR,2,4350,PCEDD7E85,i A,9:0
237,Mon Aug  2 07:55:35 2021,4425207,CAR,2,4232,PC4156AD5,n A,7:5
238,Sat Aug 14 11:54:16 2021,8906007,CAR,2,4592,PC627AA14,t A,1:5
239,Sat Jul 31 04:23:09 2021,2613132,CAR,2,4760,PC161AC8D,t J,4:2
240,Mon Aug 16 01:53:03 2021,1351738,TRUCK,4,5002,PC585BD38,n A,1:5
241,Sat Aug 14 11:49:22 2021,8845283,CAR,2,4974,PCDEB8E32,t A,1:4
242,Wed Aug 18 19:07:34 2021,5207716,CAR,2,4361,PC2E0C888,d A,9:0
243,Mon Aug  9 05:34:28 2021,2593435,CAR,2,4946,PCCF18BAF,n A,5:3
244,Sat Aug 14 08:00:30 2021,3194131,CAR,2,4314,PC7E9E8F3,t A,8:0
245,Sat Aug 14 08:01:53 2021,946473,CAR,2,4784,PCDB42B34,t A,8:0
246,Mon Aug  2 19:28:13 2021,2098761,TRUCK,4,4611,PC2EBEAB9,n A,9:2
247,Wed Aug 11 02:53:00 2021,7556070,VAN,2,4515,PC6A1B37B,d A,2:5
248,Fri Aug 13 20:51:49 2021,7949412,CAR,2,4531,PC857F4A0,i A,0:5
249,Mon Aug 16 01:15:58 2021,4982057,CAR,2,4070,PCEECA8B2,n A,1:1
250,Sun Aug 15 04:10:44 2021,1732371,CAR,2,4891,PC57036DA,n A,4:1
251,Sun Aug  8 23:50:15 2021,4012995,CAR,2,4325,PC8FC83B3,n A,3:5
252,Wed Aug 18 07:43:49 2021,2596237,CAR,2,4672,PC03AE86F,d A,7:4
253,Mon Aug  2 17:51:59 2021,8381319,CAR,2,4147,PC4D2C5A7,n A,7:5
254,Wed Aug 11 21:55:31 2021,5062265,TRUCK,4,4049,PC4779D38,d A,1:5
255,Mon Aug 16 17:16:35 2021,7705983,CAR,2,4748,PCF2ECD29,n A,7:1
256,Thu Jul 29 16:35:35 2021,2307979,VAN,2,4654,PCBA5D8AB,u J,6:3
257,Mon Aug 16 03:21:45 2021,2588561,CAR,2,4890,PCAFC8A56,n A,3:2
258,Sun Aug  8 12:39:42 2021,6847371,CAR,2,4972,PCC51AD39,n A,2:3
259,Tue Aug 17 15:39:08 2021,2121085,CAR,2,4709,PCC8C7059,e A,5:3
260,Tue Aug  3 01:37:46 2021,1734512,CAR,2,4788,PC00AE965,e A,1:3
261,Tue Aug 17 22:18:40 2021,7759834,TRUCK,4,4306,PC5D6563A,e A,2:1
262,Mon Aug 16 10:41:55 2021,6292412,CAR,2,4436,PC0CF9451,n A,0:4
263,Fri Aug 13 11:00:14 2021,866998,CAR,2,4039,PC73BE1E2,i A,1:0
264,Thu Aug 12 23:25:40 2021,9057323,TRUCK,4,4612,PC871C1FC,u A,3:2
265,Fri Aug  6 03:55:57 2021,8091650,CAR,2,4686,PCD6E5E77,i A,3:5
266,Thu Aug  5 23:24:23 2021,2155384,CAR,2,4314,PC7E9E8F3,u A,3:2
267,Tue Aug  3 06:54:05 2021,1867583,CAR,2,4608,PCACD1BEE,e A,6:5
268,Mon Aug 16 07:28:50 2021,2703371,TRUCK,4,4063,PC7667A3E,n A,7:2
269,Tue Aug  3 20:00:16 2021,8368036,CAR,2,4944,PC41EEC34,e A,0:0
270,Mon Aug 16 07:03:18 2021,3418635,TRUCK,4,4246,PC95F5F6B,n A,7:0
271,Sun Aug 15 16:44:18 2021,301035,CAR,2,4438,PC665A28E,n A,6:4
272,Thu Aug 12 13:34:54 2021,4648848,CAR,2,4234,PC5EBC1E1,u A,3:3
273,Fri Aug 13 02:09:10 2021,758078,CAR,2,4050,PC822E359,i A,2:0
274,Sat Aug  7 04:50:03 2021,1517284,VAN,2,4721,PCE937423,t A,4:5
275,Wed Aug  4 20:38:41 2021,5708944,CAR,2,4130,PC9F22103,d A,0:3
276,Thu Jul 29 20:17:07 2021,202496,CAR,2,4852,PC68969FB,u J,0:1
277,Thu Jul 29 19:34:22 2021,6716922,TRUCK,4,4575,PC84D9FC1,u J,9:3
278,Sun Aug  8 03:23:33 2021,5536264,CAR,2,4326,PC356AE8F,n A,3:2
279,Sun Aug  8 07:34:29 2021,2105735,CAR,2,4694,PCBCF42C2,n A,7:3
280,Sat Jul 31 12:39:28 2021,8857993,CAR,2,4551,PCCA5979C,t J,2:3
281,Mon Aug  9 15:56:14 2021,514282,CAR,2,4775,PCA50FB36,n A,5:5
282,Fri Aug  6 23:44:18 2021,847307,TRUCK,4,4146,PCF91266E,i A,3:4
283,Sat Aug  7 06:42:24 2021,2573891,VAN,2,4042,PC5D4DE09,t A,6:4
284,Fri Aug  6 08:07:39 2021,9009917,CAR,2,4904,PC36C6441,i A,8:0
285,Thu Aug 19 14:34:35 2021,1701415,TRUCK,4,4556,PC18C31F6,u A,4:3
286,Sat Aug  7 20:38:49 2021,5040531,CAR,2,4812,PC22D9C6D,t A,0:3
287,Fri Aug 20 13:15:02 2021,1297862,CAR,2,4742,PC05B8749,i A,3:1
288,Wed Aug  4 06:15:30 2021,1932822,VAN,2,4788,PC00AE965,d A,6:1
289,Sat Jul 31 21:51:59 2021,8569313,CAR,2,4830,PC12EEFE0,t J,1:5
